Benchmark,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: allocalot,Param: execName,Param: isVirtual,Param: queue,Param: singleshot,Param: stackDepth,Param: stackFrame,Param: threads
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,647899.5,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,263.46615439,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,229.60524750000002,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,93.82466,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5409910.0,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,665888.5,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.7445002315,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,231.22758,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.3410585,NaN,"""---""",false,fjp,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5401758.0,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,682908.0,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.042873082,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,231.418371,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,93.902113,NaN,"""---""",false,fjp,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5397074.0,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,669354.5,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,265.75522953899997,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,232.525059,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.479777,NaN,"""---""",false,fjp,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5393481.5,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,663299.0,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.25487442400004,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,234.5078925,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.206739,NaN,"""---""",false,fjp,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5402376.0,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,667068.0,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,267.2233132855,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,235.3461565,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.578948,NaN,"""---""",false,fjp,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5392712.0,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,676994.5,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,267.6846456835,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,236.6535695,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.57230849999999,NaN,"""---""",false,fjp,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,20021384.5,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.106,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1149962.5,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.006,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,61.4679285435,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,224.87551150000002,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,262.9804355,NaN,"""---""",false,fjp,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,19389051.0,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1065,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1344390.5,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.007,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,61.9674490935,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,215.623652,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,245.87559249999998,NaN,"""---""",false,fjp,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,16971575.0,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.101,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1129655.5,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.007,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,62.672506646,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,206.265276,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,208.71781850000002,NaN,"""---""",false,fjp,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,14978900.5,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.10500000000000001,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,376017.5,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0025,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.175573330000006,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,176.014091,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,162.9712545,NaN,"""---""",false,fjp,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,13887708.5,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.105,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,249345.5,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.328,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.3704563195,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,167.33030000000002,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,148.3320835,NaN,"""---""",false,fjp,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,13827328.0,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1055,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,169525.5,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.5217775225,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,168.566353,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,143.4629595,NaN,"""---""",false,fjp,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,10312403.0,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.10200000000000001,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,35697.0,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.3395,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,64.6347887995,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,132.9918275,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.877046,NaN,"""---""",false,fjp,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,7148088.0,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0995,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,13083.5,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.1815,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,66.377763004,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,103.7592925,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,62.4450375,NaN,"""---""",false,fjp,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8268027.0,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0985,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,16574.0,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.1975,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.1351307855,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,114.92532399999999,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,73.50159,NaN,"""---""",false,fjp,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,7030937.0,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.101,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,12413.5,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.178,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.7763194165,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,103.58918550000001,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,59.2274245,NaN,"""---""",false,fjp,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,6639794.0,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0995,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,11148.5,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.1675,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,67.2106592465,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,102.500416,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,54.967713,NaN,"""---""",false,fjp,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5766351.5,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0235,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,665030.5,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,262.9244746675,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,219.720194,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,96.221209,NaN,"""---""",false,default,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5737184.0,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.023,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,688737.5,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.24140784300005,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,222.457483,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,96.593965,NaN,"""---""",false,default,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5720925.5,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.023,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,666046.5,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.5208698785,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,226.251677,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,96.76447099999999,NaN,"""---""",false,default,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5507967.0,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.022,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,671943.0,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.237450787,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,228.81431700000002,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.853125,NaN,"""---""",false,default,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5442633.5,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0215,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,668416.0,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,263.6286734225,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,229.76550650000001,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.0478855,NaN,"""---""",false,default,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5395489.5,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,671370.0,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.29775448249995,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,230.253835,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.82358500000001,NaN,"""---""",false,default,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5424231.5,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,691470.5,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.1799903835,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,231.14508949999998,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.416132,NaN,"""---""",false,default,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5404661.0,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,685764.0,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.513104537,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,231.4863805,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.2866215,NaN,"""---""",false,default,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5406235.5,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,686994.0,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.1750715495,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,233.5608245,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.5675435,NaN,"""---""",false,default,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5408070.0,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,674618.0,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,267.585364177,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,236.1016415,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.754413,NaN,"""---""",false,default,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5393167.5,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,643871.0,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0025,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,267.2914556895,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,236.81443050000001,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.46176700000001,NaN,"""---""",false,default,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,19449438.0,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.10250000000000001,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1133288.5,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.006,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,61.444485768999996,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,230.92647549999998,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,257.968023,NaN,"""---""",false,default,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,18999171.5,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1045,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1300408.5,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.007,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,62.046964349,NaN,"""---""",false,default,true,sq,false,32,1,20000
